internalTaxonId,scientificName,name,language,main
22695827,Buteogallus urubitinga,Great Black Hawk,English,true
22695754,Morphnarchus princeps,Barred Hawk,English,true
22695880,Rupornis magnirostris,Roadside Hawk,English,true
22695786,Pseudastur albicollis,White Hawk,English,true
22695775,Leucopternis semiplumbeus,Busardo Semiplomizo,Spanish; Castilian,false
22695775,Leucopternis semiplumbeus,Gavilán Semiplomizo,Spanish; Castilian,false
22695775,Leucopternis semiplumbeus,Semiplumbeous Hawk,English,true
22727766,Buteo nitidus,Grey-lined Hawk,English,true
22690854,Leptotila verreauxi,White-tipped Dove,English,true
22689731,Nyctidromus albicollis,Pauraque,English,false
