"Species","pa","X","Y","bio1_23","bio2_23","bio3_23","bio4_23","bio5_23","bio6_23","bio7_23","bio8_23","bio9_23","bio10_23","bio11_23","bio12_23","bio13_23","bio14_23","bio15_23","bio16_23","bio17_23","bio18_23","bio19_23","alt_23"
"Tolomuco",1,559448.727783749,935224.141636785,249.163825626101,110.145608195431,76.2980181366641,750.085443098759,326.609758927729,182.939705490521,143.670053437208,241.464150732298,251.685963898346,260.163825626101,240.163825626101,3611.00004491881,675.274277651323,47.4732594476338,64.0670962552813,1628.42557512819,178.807724104583,618.86341633394,1261.45059430466,313.096455212006
"Tolomuco",1,481356.856617011,1135144.91877488,220.142271855132,94,78.6761575726146,524.530437260187,282.466114282518,164.142271855132,118.323842427385,219.630688477598,223.519769458736,227.075228968167,213.630688477598,4461.27824393977,571.764937856618,141.744774487953,42.0670428869652,1616.70610245322,453.734326167492,710.111687903975,970.73262253554,909.59690514478
"Tolomuco",1,553704.339493626,934821.749022211,251.609572912837,110,76,736.314874954047,328.609572912837,185.304786456419,143.304786456419,243.609572912837,254,262.609572912837,242.609572912837,3811.16377068782,699.13350519493,49.6095729128373,62.6952135435814,1717.83880723614,193.743078107768,642.047864564186,1333.92444786688,253.465979220278
"Tolomuco",1,361736.652050113,1089801.01124368,256.332486810459,113,76,772.639835280997,336.315391204694,189.315391204694,147,252.315391204694,257.904486177538,268.315391204694,247.743391837615,2145.40705255052,405.513303362722,2.98290439423444,84.5719993670791,1088.98220442125,14.9829043942344,335.503354607039,557.671682834996,173.337426091579
"Tolomuco",1,573977.993729855,942670.778683382,263.726255164364,104.476973771417,75.0766023766185,742.145284008605,337.452510328728,199.05213893393,138.400371394798,256.726255164364,265.452510328728,274.529112705346,254.726255164364,4203.59468929541,689.261454346473,92.4280468860392,52.2737448356361,1728.20620591306,318.010395822482,764.992018856556,1439.90191115797,33.543415396828
"Tolomuco",1,648084.194429854,1063490.67484194,263.537962046808,81,77.5190029279188,682.23175303023,316.480997072081,213,103.480997072081,254.13433530672,261.653338234639,272.13433530672,254.13433530672,2459.39925163819,322.441011775999,106.173787400935,28,794.823612338894,469.885536848678,571.961460942294,794.823612338894,18.9458105215619
"Tolomuco",1,537650.490342128,1094042.4572869,229.154224763607,94.0224600683777,81,633.893649370263,289.154224763607,173.154224763607,116,231.154224763607,232.299856812912,237.154224763607,221.031052782679,2823.35822975849,309.586128623035,91.8233151680156,32.2773967445345,896.886550138521,352.464953215558,487.073541906971,754.0941157717,612.319825966866
"Tolomuco",1,582157.314627592,957304.561977335,264.243274889602,103.756725110398,75,719.946199116813,336.243274889602,199.243274889602,137,257.243274889602,265.243274889602,274.486549779203,255.486549779203,4818.46316208339,725.189474006415,134.45964933761,46,1842.02807135685,458.865497792032,962.352047571236,1540.02807135685,51.4046775391626
"Tolomuco",1,594746.921633625,957835.275451768,259.146015978421,103.32868274731,75.528443675649,748.196602037745,331.874061421038,195.361083184506,136.512978236532,254.218209607465,261.146015978421,270.146015978421,250.146015978421,3971.35236912344,648.637577947273,91.2445718096842,52.3824276972282,1587.45892481162,322.673976366244,778.629340297725,1277.12734623071,152.261673448364
"Tolomuco",1,593652.2752061,958078.345109135,253.599068576486,105.100232855878,75,748.019087009085,328.22884585559,189.128612999712,139.100232855878,248.838243072047,255.599068576486,264.527109197602,244.599068576486,3591.51670079662,626.830276293754,69.1800122851633,57.0822880188536,1494.60590076679,249.464874482722,700.068633479671,1168.72174990091,248.625493274602
"Tolomuco",1,547835.018083677,1087205.63619203,208.899654339028,99.1517933302681,81,664.601381647759,272.156771046155,151.004977715887,121.151793330268,204.90489938919,213.156771046155,217.244224965252,199.835314927856,2779.59211911846,316.357195033824,86.835207657434,34.1696627880308,897.227874272509,328.420597091473,473.104092292346,722.001571558451,1028.21625574898
"Tolomuco",1,573729.823834527,961971.734274807,264,104,75,760,336,198,138,257,264,275,255,4980,766,131,48,1914,453,979,1582,24
"Tolomuco",1,533167.253178257,1040743.56270777,219.871921269264,118.564936726485,83,609.732570032238,295.082328906893,152.699457209129,142.382871697764,217.091929875478,219.909864846757,228.006441751908,212.0443853294,3578.26939938998,586.116252812122,41.8636847951213,64.1724640601358,1585.35835940495,162.252568017,730.320846055251,522.793500668455,892.532144217522
"Tolomuco",1,499016.683718656,1153501.11395258,260.591133835577,88.9279960912214,77,754.310256414179,322.482553213539,207.554557122318,114.927996091221,261.591133835577,267.591133835577,271.554557122318,251.591133835577,3974.59016250588,465.870245844094,163.634931035096,28.5911338355766,1257.56659402103,588.167968311816,750.904259482689,1141.28171687003,53.6505215253553
"Tolomuco",1,488666.546830043,1145918.91186216,249.7726827574,90,76.1136586213001,682.256759826422,311.705448859216,194.819107480516,116.8863413787,245.144636909607,255.705448859216,259.705448859216,241.410649920632,4227.36803868454,472.591046844519,168.658528540502,28,1313.83818207099,608.070627428487,728.319497239552,1193.59369698142,319.359728712461
"Tolomuco",1,520990.950249192,1056371.533712,130.193782058758,84.7106414259908,79.8437844107745,544.66484278339,182.639714516609,77.405211985463,105.234502531146,132.405211985463,124.444355456423,135.076709940493,122.193782058758,3314.54485549365,532.342315983814,58.3507142372168,59.0779286473045,1406.98820848914,194.186002285667,1004.61635694352,420.616083107224,2332.05042173556
"Tolomuco",1,478972.867828624,1181732.76420981,258.895467890312,87.5453424429854,76.4922681628971,658.658986705029,317.440810333297,203.893851439823,113.546958893474,260.387736053209,263.387736053209,267.440810333297,250.387736053209,3500.70530968444,472.915944117409,84.3959815070771,39.9469257199117,1277.37776564067,357.241553764186,459.315158525463,949.540702090689,44.5033205022118
"Tolomuco",1,449250.259516336,1163081.10698777,260.686966495476,93,75.4123396781907,743.971271392834,326.64171514804,204.099306173667,122.542408974373,260.732217842913,267.786272669143,271.686966495476,251.954748652564,2639.30711716474,360.025344125443,42.7945429924677,52.6869664954763,1044.6315039125,176.376784317205,297.795968655594,661.870862985316,66.9945810029279
"Tolomuco",1,487868.460053046,1150279.23291572,254,90,76.5238775533071,715.265547106016,316.364295757173,199.88817331048,116.476122446693,254.476122446693,260.364295757173,264.364295757173,245.476122446693,4074.58473296634,454.751306822892,161.769511244457,28.4101629185144,1268.25014457813,588.242574205192,724.306645788097,1180.08501390953,208.06742952105
"Tolomuco",1,486931.260560455,1151851.52574572,255.370537608682,90,76.3705376086816,717.996608247469,317.888551815593,201.259089424275,116.629462391318,256.259089424275,262.259089424275,266.259089424275,247.259089424275,3979.46279682349,443.611602207619,156.971857536258,29,1242.07556317537,572.998076358101,713.516255206651,1146.76041161437,166.570062936823
"Tolomuco",1,486765.017653065,1151738.22387189,255.935496830114,90,76.5123183407673,733.174647995239,318.311353308256,201.823671649024,116.487681659233,256.823671649024,262.870993660228,266.823671649024,247.823671649024,3940.53082588663,439.811634414007,153.906792882935,29,1233.91142236008,562.784881818692,704.479547127944,1195.55562109294,161.085284912674
"Tolomuco",1,647808.102918638,1063765.3775578,263.537962046808,81,77.5190029279188,682.23175303023,316.480997072081,213,103.480997072081,254.13433530672,261.653338234639,272.13433530672,254.13433530672,2459.39925163819,322.441011775999,106.173787400935,28,794.823612338894,469.885536848678,571.961460942294,794.823612338894,18.9458105215619
"Tolomuco",1,498516.826139772,1154231.31021616,260.585786105064,88.4142138949358,75.8284277898715,760.304975856875,322.2426810431,206.656894938036,115.585786105064,261.585786105064,267.585786105064,271.2426810431,251.585786105064,3967.70629712498,459.904228528276,163.765105512653,28.5857861050642,1248.56573665516,588.881063284732,749.477809312456,1169.27346764709,55.4898572001693
"Tolomuco",1,417336.144605233,1151905.67732252,228.971844268321,96.9082396555518,75.9082396555519,642.692322018591,296.756619402391,169.971844268321,126.78477513407,228.873545054676,234.063604612769,237.756619402391,220.971844268321,4106.19125709951,517.578271753678,121.248719141902,39.0059104630569,1439.26554760409,442.307631471788,535.951224592457,1040.60861209756,652.970831459934
"Tolomuco",1,492577.910100515,1155546.32644945,259.212496193309,89,76.1082833207223,759.700809742783,321.212496193309,205.320779514031,115.891716679278,253.675642247774,261.656811518821,270.212496193309,250.619150060915,3974.42613460607,455.607784741469,165.794477006258,28,1216.32515889529,600.159891177763,756.259573535551,1157.12265616223,80.1042761194255
"Tolomuco",1,419831.777927082,1154848.98271097,231.339197717755,96,76,637.928014869924,298.339197717755,173.056785094856,125.282412622899,232.977588532333,236.365784072809,240.339197717755,223.849394147091,4390.39881294389,568.12777495621,134.786027709752,38.1583931250443,1539.21395151573,494.278073887392,578.834468434041,1264.03566876587,602.141136477066
"Tolomuco",1,311050.111778898,1205975.8234355,260.452211021947,106,73.0703007461268,795.630035323775,338.486342428778,193.626943921032,144.859398507746,255.5928125142,261.944316244834,271.486342428779,250.626943921032,1622.47329954969,396.68764419409,2,92.3122115370818,865.514366313891,15.3268285280432,168.591376589126,509.847946720474,84.8812395873738
"Tolomuco",1,469337.203178796,1131432.0858521,191.995784229893,93.9364661698801,79.9312697151848,572.894586211505,253.000980684588,135.995784229893,117.005196454695,191.128048344828,188.48133644965,198.48133644965,183.995784229893,3180.4356608663,484.708972008956,45.509797580001,61.7112264098861,1334.26143454273,162.524923747196,531.344422134474,496.486908993661,1387.74143468846
"Tolomuco",1,486658.608446051,1151768.34767252,255.935496830114,90,76.5123183407673,733.174647995239,318.311353308256,201.823671649024,116.487681659233,256.823671649024,262.870993660228,266.823671649024,247.823671649024,3940.53082588663,439.811634414007,153.906792882935,29,1233.91142236008,562.784881818692,704.479547127944,1195.55562109294,161.085284912674
"Tolomuco",1,417440.952644858,1159757.36812723,232.159435376087,96,76,658.11017426136,299.351645694435,173.351645694435,126,234.138635217013,237.428494061035,241.159435376087,224.082587009487,4111.93438793007,543.341579627631,118.214735228449,39.5589175289701,1466.31132702856,442.897275695245,522.7695041372,1050.0767680369,578.856709285609
"Tolomuco",1,423332.119476502,1163265.5329506,237.366014078068,95,76,669.739777175008,303.539034294565,179.366014078068,124.173020216497,238.467377304474,242.640397520971,246.539034294565,228.665430786226,4294.59071336265,578.943874069286,118.586010218237,40.1679605963162,1545.21219811198,454.349100493128,525.68676031374,1116.30305935249,490.879053681226
"Tolomuco",1,532861.890230039,1008830.65118736,262.15543306565,109.953478875065,77.9534788750655,725.076913374886,336.49825445688,196.295648353375,140.202606103506,258.295648353375,263.342169478309,272.342169478309,253.295648353375,3505.0324630812,624.354112048231,39.3421694783091,61.9534788750655,1543.54864803165,179.368677913236,636.621948140837,1095.68406840729,71.3933590576517
"Tolomuco",1,551177.349041999,1170969.45054871,263,81,77,735.159833255947,317,213,104,253,269,273,253,4977.40583604187,659.200833720267,191,36,1724.92216767269,715.52050023216,787.52050023216,1724.92216767269,18.1598332559466
"Tolomuco",1,514077.266518885,1024129.75797497,265,109,78,765,338,199,139,261,265,276,256,3601,623,37,62,1562,172,616,1139,10
"Tolomuco",1,492600.158254868,1155663.11512114,259.212496193309,89,76.1082833207223,759.700809742783,321.212496193309,205.320779514031,115.891716679278,253.675642247774,261.656811518821,270.212496193309,250.619150060915,3974.42613460607,455.607784741469,165.794477006258,28,1216.32515889529,600.159891177763,756.259573535551,1157.12265616223,80.1042761194255
"Tolomuco",1,409920.646299495,1139658.4113107,194.178485915681,96.9202414135255,73.9202414135254,733.922110313234,263.178485915681,132.964764576467,130.213721339214,192.15347356235,199.178485915681,204.203498269012,185.283256855487,2976.83976246538,442.821514084319,56.736253954124,52.0250123533312,1187.12428174942,197.074799109633,391.711241600793,647.238644545149,1326.50802731889
"Tolomuco",1,577287.419740386,927653.912976667,253.795948324625,106.801012918844,75.1989870811563,749.295513577312,329.596961243469,188.994935405781,140.602025837687,245.994935405781,255.795948324625,264.795948324625,244.795948324625,3475.65644711736,644.019464145505,55.9949354057814,61.6020258376874,1531.05253361093,192.1837932985,593.606296200537,1227.4209144393,215.165730381105
"Tolomuco",1,481532.734746672,1130453.998401,194.677878382587,93.4899129630728,80.4899129630728,578.675692693374,254.677878382587,139.187965419514,115.489912963073,194.256633212018,191.065032805352,201.677878382587,186.732143204246,3080.68221744403,463.666097824495,50.2337660479501,59.6980524564417,1252.25632418248,177.468513973445,615.729919893909,469.421873351817,1331.41949888389
"Tolomuco",1,410795.384187993,1140256.64562563,188.849900716575,95.9175553061001,73.9798765323112,722.493918165542,256.895481015266,128.040246935377,128.855234079889,186.250716621869,193.824443885573,198.849900716575,180.142815096966,2935.60133208072,442.793653691257,56.6857552197806,51.9114811052075,1174.02182992773,196.103586795612,386.643091366697,638.33936886627,1428.53884853699
"Tolomuco",1,369413.083745144,1152071.72723892,268.877376252615,105,75,724.217945136867,344,205,139,264.300690549202,269.496552991699,279.073238695113,260.877376252615,1618.83032677894,325.692415434197,2,87,831.366199213271,19,267.016959626239,422.600545083961,19.4063546703473
"Tolomuco",1,500000.296308741,1105743.16022137,186.533078127428,97,82.8721287730613,593.544423517295,246.949567065901,130.779378807315,116.170188258586,185.907250034254,187.836087379872,193.86401287061,178.195867745789,2456.25279241486,343.150796226461,38.8946362164219,52.0270053587413,966.225937791468,185.036024964269,374.337668141488,494.329981753345,1429.904225551
"Tolomuco",1,566075.522416472,942503.709316622,260.895351158202,106.186433787289,75,761.912913595907,335.366492481924,194.783123527122,140.583368954802,253.895351158202,262.180058694635,271.895351158202,251.969557314411,4114.79400673721,702.458391138415,77.6042685291144,55.4470737307872,1745.33318424098,275.992864281978,729.912283033115,1427.62230254807,82.5083782086602
"Tolomuco",1,468483.012868135,1095781.8280885,232.855854440055,105.855258696415,79.9276293482077,580.158842058293,303.930856657307,172.855854440055,131.075002217251,228.768258841351,231.953411854752,241.003227309099,225.783483788263,2230.0331382546,395.78377005134,8.34925987750917,76.3589238216824,1062.9094813384,51.0553764570851,466.761499411042,567.690582152102,758.691297192914
"Tolomuco",1,588121.9726255,962142.251121187,262.70999740514,103.226145096843,75.5445600235982,730.944039585805,334.777004685874,199.028412331896,135.748592353979,258.254557428738,264.321564709472,273.413695244846,253.777004685874,4591.02936011623,691.144932853116,126.940900522736,46.5863047551535,1753.2891991308,432.150565843114,934.8660545378,1438.1521097937,83.306482371325
"Tolomuco",1,607043.799903514,1052369.99152803,251.114388409429,95.6090045646253,78.313693162065,689.238250961595,314.409699811989,193.114388409429,121.29531140256,254.428081571494,251.114388409429,260.44991594918,242.468297708684,2666.44864602095,276.082108959245,124.468297708684,22.6090045646253,808.116387711402,440.928981347471,608.252287881407,667.18535181321,245.717062116
"Tolomuco",1,607043.799903514,1052369.99152803,251.114388409429,95.6090045646253,78.313693162065,689.238250961595,314.409699811989,193.114388409429,121.29531140256,254.428081571494,251.114388409429,260.44991594918,242.468297708684,2666.44864602095,276.082108959245,124.468297708684,22.6090045646253,808.116387711402,440.928981347471,608.252287881407,667.18535181321,245.717062116
"Tolomuco",0,526776.747503155,1054454.12916108,107.651186597013,81.2845032891215,78.1236763965886,584.150983215273,158.812013489546,55.5275102004242,103.284503289121,110.527510200424,101.688337092957,112.651186597013,99.0058597837477,2546.85138366633,408.178231854539,35.3972076967496,63.2207911245242,1112.16146792987,121.35860032019,751.133653341421,338.36442359235,2769.42546813455
"Tolomuco",0,530448.747503155,949346.129161076,260,110,76,787,337,193,144,253,262,272,251,4863,802,61,60,2153,282,790,1641,73
"Tolomuco",0,541464.747503155,1160484.12916108,261.994350667232,83,77.9887013344631,730.681041897094,318,211.983052001695,106.016947998305,252.988701334463,267.994350667232,271.994350667232,252.988701334463,4579.09230917353,577.533485290376,184.016947998305,34.8303142478547,1537.52150454537,663.875508910002,739.906752791277,1535.99578608137,19.8307905582282
"Tolomuco",0,388158.747503155,1139278.12916108,263.68063479702,103.328917817676,76.3289178176758,703.211988569224,336.680634797019,201.68063479702,135,259.988029137775,265.68063479702,273.97847652308,255.68063479702,2191.87817684449,441.760810759806,2.99044738530465,86,1153.76800623992,19.0119708622246,307.272624316863,624.315865505617,129.495308063564
"Tolomuco",0,320226.747503155,1114384.12916108,249.022071110061,115.184210090639,75.1842100906394,785.111157965674,331.837861019422,180.022071110061,151.815789909361,244.837861019422,250.292968770426,260.837861019422,239.95434301925,1941.74736417617,383.677236799472,4,87.5715897508322,1006.13895431757,18.8835180001721,316.078964249684,504.582825909705,337.2339280357
"Tolomuco",0,531366.747503155,1175236.12916108,260.588947648286,83,77,726.92246190301,316.779964564465,209.779964564465,107,250.779964564465,266.664277836784,270.675615856611,250.779964564465,5015.36805132767,646.567618548208,185.753116994632,35.7976450639941,1681.91550760964,691.034320008236,756.507580928841,1681.91550760964,37.5368191275241
"Tolomuco",0,525858.747503155,1158640.12916108,260.847238436482,85,77.7481698727685,726.270549789282,318.116931148833,209.847238436482,108.269692712351,251.946307000195,267.099068563713,271,251.847238436482,4427.2833863314,551.280445277438,177.883068851167,32,1427.64220177791,632.667174383068,723.80196811702,1405.41586530197,43.0515736039558
"Tolomuco",0,421206.747503155,1192754.12916108,261.806123962858,94,75,714.828456882456,327.806123962858,203.806123962858,124,262.806123962858,267.806123962858,271.806123962858,252.806123962858,2697.00260404722,399.620382065475,45.3877520742847,53,1116.9778579767,176.163256222854,288.969380185712,597.085298396625,45.543905111076
"Tolomuco",0,475368.747503155,1179846.12916108,257.892100694762,88,76.8961815267819,664.842242920919,317,202.896181526782,114.103818473218,259.462920303458,262.429180391303,266.948090763391,248.948090763391,3376.62311363485,469.702815066782,83.4416048813664,41.4110110668494,1254.92880333168,333.169268928275,446.731744878929,884.278466955901,64.9937078916233
"Tolomuco",0,345012.747503155,1225946.12916108,249.696482400619,101,73,762.48380081211,323.837355140206,185.837355140206,138,246.188017634863,256.486692645549,260.345819905962,240.215018954296,2175.30915111174,364.372434614864,14.4814634463228,70,1008.01075177552,66.7531371375758,188.234600583899,362.772156820939,280.139655613641
"Tolomuco",0,490974.747503155,1100554.12916108,204.967933812492,99.0496846870536,81.410081744661,604.513181632092,267.017618499546,146.378015557153,120.639602942393,204.017618499546,201.017618499546,212.017618499546,196.427700244207,1939.96008761956,345.620141003117,10.589918255339,77.0817508745614,933.830967931687,37.3956340566993,318.990774531728,187.40751426868,1147.50608060843
"Tolomuco",0,537792.747503155,1024950.12916108,235.64232630835,122.996517270535,80.5044822170404,643.904313315445,315.499000512424,164.00696545893,151.492035053495,232.642326308349,235.863639663004,244.642326308349,227.822904518907,2643.56103593274,461.667714027423,17.8229045189071,66.1805782105576,1195.73880337437,93.9677140691458,486.544993374293,698.353940038412,593.050613776044
"Tolomuco",0,434976.747503155,1219492.12916108,258.153667270656,90,75,685.667345304478,321,202,119,260,262.153667270656,267.153667270656,249.153667270656,2530.67747999537,373.16660197577,44.076367982123,51.923632017877,1020.08930268724,155.242969957893,279.486871222197,604.025869410227,59.4306297961863
"Tolomuco",0,630510.747503155,986226.129161076,185.549069195135,99.4682653856387,79.9596648093237,591.48981079447,249.485599966413,125.508734004459,123.976865961954,184.040468618821,183.647377669787,192.919026106122,178.017334580774,2817.50283042453,519.33535738654,19.0634692287227,69.4279301949624,1245.23725197713,98.2602196061711,519.843787878474,372.693342233355,1474.19004773334
"Tolomuco",0,607560.747503155,1012964.12916108,122.578241115623,86.9608685732172,78.9608685732172,612.862202706749,175.268737732951,65.5782411156233,109.690496617328,125.230423417637,116.210449148512,127.887744498295,112.578241115623,2900.10193431234,476.65568685772,51.9800257308742,58,1186.61924287517,175.921737146434,910.753326496049,262.554762290792,2527.40896778639
"Tolomuco",0,513006.747503155,1149420.12916108,259.330498451502,87,76,764.01813293156,320,207,113,260,267,270.669501548498,250.330498451502,4166.81570200071,497.170990731157,174,29,1326.53969685238,614.887311370806,753.96179233028,1249.75435414567,66.093531406366
"Tolomuco",0,587364.747503155,1106086.12916108,262.233859197173,88.691904771786,78.3529109850572,764.454281530177,320.572852983902,208.022309163529,112.550543820373,252.572852983902,258.670288535407,272.330404391743,252.572852983902,3208.88049228127,454.835834387692,130.400400406161,30.8107591298854,1091.78608568708,614.448087257049,673.842857430314,1015.45059213817,49.7491707600393
